     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;      768374.093;        5532.600;       10375.067;        5780.202;         886.473 (15.336 %);  10812.771
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;    11841416.837;       38509.733;       43237.800;       39718.723;        1826.562 ( 4.599 %);  12588.521
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;   121430803.077;      472128.733;      604342.467;      494133.444;       28102.254 ( 5.687 %);   8094.979
