     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;      547534.821;       10228.533;       14139.733;       10516.816;         905.797 ( 8.613 %);   5942.863
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;     9047582.534;       76046.667;       80920.400;       77601.774;        1688.609 ( 2.176 %);   6443.152
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;    69423376.625;      693836.333;      760945.933;      703216.432;       12036.826 ( 1.712 %);   5688.149
