     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;      971023.680;       10250.133;       14858.333;       10576.434;        1083.300 (10.243 %);   5909.364
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;     8378093.603;       76065.800;       80708.733;       78070.107;        1981.286 ( 2.538 %);   6404.500
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;    95855245.394;      717522.000;      767656.800;      727318.636;        9060.998 ( 1.246 %);   5499.653
