     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;      490472.561;       10249.733;       13485.533;       10418.871;         585.278 ( 5.617 %);   5998.731
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;    12615676.550;       76081.600;       80802.800;       77888.855;        1677.561 ( 2.154 %);   6419.404
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;   121318659.548;      718818.733;      788091.533;      727667.117;       14520.800 ( 1.996 %);   5497.019
