     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL8;         128.000;           0.125;           0.000;       8192;         15;     4098251.408;        9362.133;        9931.467;        9381.687;          98.759 ( 1.053 %);   6661.915
L2 - UNROLL8;        1024.000;           1.000;           0.001;      65536;         15;     6116108.128;       75065.800;       83358.200;       75597.196;        1602.375 ( 2.120 %);   6614.002
L3 - UNROLL8;        8192.000;           8.000;           0.008;     524288;         15;    71872759.098;      675316.000;      692828.933;      681661.523;        4600.201 ( 0.675 %);   5868.015
