     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL8;         128.000;           0.125;           0.000;       8192;         15;      785100.453;        9365.000;       10027.867;        9386.527;         115.145 ( 1.227 %);   6658.480
L2 - UNROLL8;        1024.000;           1.000;           0.001;      65536;         15;     5433518.910;       75068.000;       80021.600;       75743.489;        1416.877 ( 1.871 %);   6601.227
L3 - UNROLL8;        8192.000;           8.000;           0.008;     524288;         15;    71059385.642;      683741.267;      692726.733;      685889.968;        2449.590 ( 0.357 %);   5831.839
