     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL8;         128.000;           0.125;           0.000;       8192;         15;      475517.616;        9362.600;        9638.933;        9372.620;          47.864 ( 0.511 %);   6668.359
L2 - UNROLL8;        1024.000;           1.000;           0.001;      65536;         15;    10996159.015;       75064.533;       78966.867;       75620.667;        1216.593 ( 1.609 %);   6611.949
L3 - UNROLL8;        8192.000;           8.000;           0.008;     524288;         15;    79152065.653;      685281.533;      706278.600;      689041.648;        4684.798 ( 0.680 %);   5805.164
