     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL8;         128.000;           0.125;           0.000;       8192;         15;     1068265.201;        3398.400;        3419.667;        3403.343;           3.861 ( 0.113 %);  18364.294
L2 - UNROLL8;        1024.000;           1.000;           0.001;      65536;         15;     6335757.518;       23464.533;       30865.733;       23767.095;        1284.434 ( 5.404 %);  21037.489
L3 - UNROLL8;        8192.000;           8.000;           0.008;     524288;         15;    96942859.349;      360291.333;      392525.467;      369422.913;        8219.811 ( 2.225 %);  10827.699
