     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1-UNROLL8;         128.000;           0.125;           0.000;       8192;        300;      109065.104;        9327.527;        9663.630;        9422.456;         100.247 ( 1.064 %);   6633.090
L2-UNROLL8;        1024.000;           1.000;           0.001;      65536;        300;      690185.282;       75461.130;       75944.747;       75665.718;          98.200 ( 0.130 %);   6608.012
L3-UNROLL8;        8192.000;           8.000;           0.008;     524288;        300;     6893134.212;      624484.543;      627810.590;      625407.728;         693.806 ( 0.111 %);   6395.828
