     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1-UNROLL8;         128.000;           0.125;           0.000;       8192;        300;      112892.270;        9334.417;        9707.780;        9423.451;         110.628 ( 1.174 %);   6632.390
L2-UNROLL8;        1024.000;           1.000;           0.001;      65536;        300;      637464.990;       75533.240;       76099.077;       75722.296;         112.523 ( 0.149 %);   6603.075
L3-UNROLL8;        8192.000;           8.000;           0.008;     524288;        300;     7692967.196;      624461.993;      642036.267;      625921.773;        2931.419 ( 0.468 %);   6390.575
