     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1-UNROLL4;         128.000;           0.125;           0.000;       8192;        300;       66189.565;        2353.420;        2651.793;        2384.780;          62.291 ( 2.612 %);  26207.873
L2-UNROLL4;        1024.000;           1.000;           0.001;      65536;        300;      728810.415;       20354.093;       20655.537;       20522.214;          84.869 ( 0.414 %);  24363.843
L3-UNROLL4;        8192.000;           8.000;           0.008;     524288;        300;     8015669.934;      214495.317;      217386.860;      215623.017;         660.064 ( 0.306 %);  18550.895
