     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1-OPENMP;         128.000;           0.125;           0.000;       8192;        300;       81085.338;       10220.453;       10560.107;       10300.611;          92.028 ( 0.893 %);   6067.601
 L2-OPENMP;        1024.000;           1.000;           0.001;      65536;        300;     1726755.448;       76311.273;       76671.100;       76530.851;          84.445 ( 0.110 %);   6533.313
 L3-OPENMP;        8192.000;           8.000;           0.008;     524288;        300;     7854020.061;      623732.950;      626312.593;      624513.092;         577.774 ( 0.093 %);   6404.990
