     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1-OPENMP;         128.000;           0.125;           0.000;       8192;        300;       79825.075;       10220.590;       10711.183;       10322.535;         126.808 ( 1.228 %);   6054.714
 L2-OPENMP;        1024.000;           1.000;           0.001;      65536;        300;      851383.064;       76388.003;       77175.067;       76551.556;         170.363 ( 0.223 %);   6531.546
 L3-OPENMP;        8192.000;           8.000;           0.008;     524288;        300;    13872299.229;      623078.193;      625647.627;      624060.689;         586.505 ( 0.094 %);   6409.633
