     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;     1142371.642;       10179.800;       49644.467;       11722.428;        6878.753 (58.680 %);   5331.660
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;     6547164.771;       76185.267;       80255.800;       77891.853;        1696.679 ( 2.178 %);   6419.157
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;    58133452.051;      712975.600;      756203.200;      722295.107;        7943.696 ( 1.100 %);   5537.903
