     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - OPENMP;         128.000;           0.125;           0.000;       8192;         15;    18487727.477;       10168.733;       45340.533;       11504.681;        6131.611 (53.297 %);   5432.571
L2 - OPENMP;        1024.000;           1.000;           0.001;      65536;         15;     6988803.447;       76134.933;       80298.000;       77905.139;        1571.541 ( 2.017 %);   6418.062
L3 - OPENMP;        8192.000;           8.000;           0.008;     524288;         15;    63241420.398;      711861.533;      749391.400;      721117.418;        7678.653 ( 1.065 %);   5546.947
