     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1-UNROLL8;         128.000;           0.125;           0.000;       8192;        300;       76875.480;        9331.390;        9592.540;        9402.907;          81.100 ( 0.863 %);   6646.881
L2-UNROLL8;        1024.000;           1.000;           0.001;      65536;        300;      711425.367;       75398.033;       75728.833;       75585.899;          59.817 ( 0.079 %);   6614.990
L3-UNROLL8;        8192.000;           8.000;           0.008;     524288;        300;    16165198.451;      624059.927;      641817.340;      625244.718;        3002.881 ( 0.480 %);   6397.495
