     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - CBLAS;         128.000;           0.125;           0.000;       8192;         15;      691876.825;        9367.067;        9926.067;        9400.069;         126.609 ( 1.347 %);   6648.888
L2 - CBLAS;        1024.000;           1.000;           0.001;      65536;         15;     6635006.551;       75091.333;       78373.067;       75628.426;         991.796 ( 1.311 %);   6611.271
L3 - CBLAS;        8192.000;           8.000;           0.008;     524288;         15;   141469135.363;      684672.733;      699490.067;      689187.907;        3892.417 ( 0.565 %);   5803.932
