     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL4;         128.000;           0.125;           0.000;       8192;         15;      790041.214;        9360.800;       10663.733;        9402.368;         226.476 ( 2.409 %);   6647.262
L2 - UNROLL4;        1024.000;           1.000;           0.001;      65536;         15;     7610197.153;       75063.200;       80571.467;       75733.711;        1413.385 ( 1.866 %);   6602.080
L3 - UNROLL4;        8192.000;           8.000;           0.008;     524288;         15;    70835472.134;      682185.000;      693043.467;      685002.418;        2591.633 ( 0.378 %);   5839.395
