     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL4;         128.000;           0.125;           0.000;       8192;         15;     1460169.522;        3195.600;        3243.400;        3205.303;           7.437 ( 0.232 %);  19498.936
L2 - UNROLL4;        1024.000;           1.000;           0.001;      65536;         15;     7727503.262;       26631.467;       30801.067;       27469.857;        1471.106 ( 5.355 %);  18201.770
L3 - UNROLL4;        8192.000;           8.000;           0.008;     524288;         15;    69919174.992;      398159.133;      445689.933;      407165.931;       11525.221 ( 2.831 %);   9824.005
