     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - UNROLL4;         128.000;           0.125;           0.000;       8192;         15;     1881920.220;        9362.400;       13176.867;        9494.790;         666.167 ( 7.016 %);   6582.557
L2 - UNROLL4;        1024.000;           1.000;           0.001;      65536;         15;     4901101.304;       75068.933;       80150.133;       76829.772;        1876.262 ( 2.442 %);   6507.894
L3 - UNROLL4;        8192.000;           8.000;           0.008;     524288;         15;   497299737.429;      693818.200;      732939.933;      700890.651;        7507.420 ( 1.071 %);   5707.024
