     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
  L1-CBLAS;         128.000;           0.125;           0.000;       8192;        300;       75170.879;        9356.657;        9684.483;        9436.223;          91.388 ( 0.968 %);   6623.413
  L2-CBLAS;        1024.000;           1.000;           0.001;      65536;        300;     2037306.853;       75494.320;       76558.567;       75706.611;         192.299 ( 0.254 %);   6604.443
  L3-CBLAS;        8192.000;           8.000;           0.008;     524288;        300;     6891287.220;      629757.063;      642517.033;      631553.810;        2468.611 ( 0.391 %);   6333.585
