     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
  L1-CBLAS;         128.000;           0.125;           0.000;       8192;        300;      102305.035;        9357.710;        9602.477;        9428.024;          70.596 ( 0.749 %);   6629.173
  L2-CBLAS;        1024.000;           1.000;           0.001;      65536;        300;     1318816.407;       75401.673;       86587.963;       76018.778;        1982.409 ( 2.608 %);   6577.322
  L3-CBLAS;        8192.000;           8.000;           0.008;     524288;        300;    12302715.387;      628187.827;      631614.050;      629596.803;         948.634 ( 0.151 %);   6353.272
