     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;      517220.789;        9369.200;       10144.600;        9443.309;         194.800 ( 2.063 %);   6618.443
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;    24023605.215;       75068.000;       76841.533;       75587.453;         507.259 ( 0.671 %);   6614.854
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;    72873359.179;      690143.267;      695567.600;      691575.117;        1089.621 ( 0.158 %);   5783.898
