     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;      770711.342;        9360.667;        9858.133;        9377.315;          86.341 ( 0.921 %);   6665.021
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;     8449311.415;       75065.667;       78560.067;       75675.802;        1030.042 ( 1.361 %);   6607.132
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;    73709552.802;      683410.267;      700592.800;      685944.566;        3340.423 ( 0.487 %);   5831.375
