     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;      665690.215;        9361.933;       10268.133;        9434.638;         220.157 ( 2.333 %);   6624.525
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;    11020626.175;       75065.467;       76865.067;       75530.293;         521.553 ( 0.691 %);   6619.860
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;   127075704.320;      687143.067;      693615.733;      689842.368;        1401.022 ( 0.203 %);   5798.426
