     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   L1-BASE;         128.000;           0.125;           0.000;       8192;        300;      118188.584;        1749.513;        2066.160;        1761.942;          54.986 ( 3.121 %);  35472.217
   L2-BASE;        1024.000;           1.000;           0.001;      65536;        300;      745669.064;       14085.553;       14313.307;       14140.972;          81.718 ( 0.578 %);  35358.249
   L3-BASE;        8192.000;           8.000;           0.008;     524288;        300;     7643280.516;      149021.623;      153103.353;      150327.084;         807.910 ( 0.537 %);  26608.645
