     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   L1-BASE;         128.000;           0.125;           0.000;       8192;        300;      125213.265;        9330.553;       30480.870;       12108.735;        6175.791 (51.003 %);   5161.563
   L2-BASE;        1024.000;           1.000;           0.001;      65536;        300;      851269.911;       75220.407;       75629.157;       75356.989;         112.278 ( 0.149 %);   6635.085
   L3-BASE;        8192.000;           8.000;           0.008;     524288;        300;     8940814.810;      618884.820;      635667.093;      620326.561;        2817.600 ( 0.454 %);   6448.217
