     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;      585695.945;        9361.600;       11837.000;        9467.582;         444.896 ( 4.699 %);   6601.475
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;     9013034.628;       75065.733;       78761.533;       76368.459;        1278.862 ( 1.675 %);   6547.206
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;   600652032.575;      700782.200;      720619.533;      704966.046;        3277.984 ( 0.465 %);   5674.032
