     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;     6567660.682;        9362.000;        9888.067;        9379.689;          91.310 ( 0.973 %);   6663.334
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;   125708127.433;       75066.067;       78309.667;       75585.994;         983.772 ( 1.302 %);   6614.982
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;    87509046.586;      682230.933;      694540.067;      685033.018;        2572.880 ( 0.376 %);   5839.135
