     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
 L1 - BASE;         128.000;           0.125;           0.000;       8192;         15;     2819051.099;        9347.867;       12730.133;        9550.503;         735.321 ( 7.699 %);   6544.158
 L2 - BASE;        1024.000;           1.000;           0.001;      65536;         15;     9307622.114;       75052.933;       78694.667;       76710.610;        1568.888 ( 2.045 %);   6518.003
 L3 - BASE;        8192.000;           8.000;           0.008;     524288;         15;    65917527.479;      688392.400;      697470.267;      694094.552;        2358.566 ( 0.340 %);   5762.904
