     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   L1-BASE;         128.000;           0.125;           0.000;       8192;        300;      333744.582;        9333.737;        9698.450;        9386.013;          85.030 ( 0.906 %);   6658.844
   L2-BASE;        1024.000;           1.000;           0.001;      65536;        300;      706098.960;       75268.120;       79878.060;       76168.804;         956.443 ( 1.256 %);   6564.367
   L3-BASE;        8192.000;           8.000;           0.008;     524288;        300;     8596907.300;      623646.110;      666097.440;      635625.188;        9044.806 ( 1.423 %);   6293.017
