     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   L1-BASE;         128.000;           0.125;           0.000;       8192;        300;       81458.285;        9333.877;        9607.437;        9374.473;          65.613 ( 0.700 %);   6667.042
   L2-BASE;        1024.000;           1.000;           0.001;      65536;        300;      653848.190;       75229.930;       75684.903;       75340.393;         112.262 ( 0.149 %);   6636.546
   L3-BASE;        8192.000;           8.000;           0.008;     524288;        300;     8020775.709;      620449.137;      623196.957;      621164.819;         637.132 ( 0.103 %);   6439.515
