     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
   L1-BASE;         128.000;           0.125;           0.000;       8192;        300;       77465.657;        4651.077;       17407.807;        7476.715;        4265.814 (57.055 %);   8359.286
   L2-BASE;        1024.000;           1.000;           0.001;      65536;        300;      877259.089;       37526.197;       37942.053;       37680.455;         105.138 ( 0.279 %);  13269.479
   L3-BASE;        8192.000;           8.000;           0.008;     524288;        300;     8233920.726;      321809.510;      361004.147;      331830.891;       11645.077 ( 3.509 %);  12054.333
