     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - CBLAS;         128.000;           0.125;           0.000;       8192;         15;     1018608.879;        9367.600;        9777.400;        9392.737;          91.360 ( 0.973 %);   6654.077
L2 - CBLAS;        1024.000;           1.000;           0.001;      65536;         15;     5363196.178;       75091.933;       80853.333;       75826.418;        1590.093 ( 2.097 %);   6594.008
L3 - CBLAS;        8192.000;           8.000;           0.008;     524288;         15;    79207578.597;      683176.600;      694820.933;      686126.253;        2654.120 ( 0.387 %);   5829.831
