     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - CBLAS;         128.000;           0.125;           0.000;       8192;         15;      994322.227;        9366.533;        9871.467;        9393.352;         103.212 ( 1.099 %);   6653.642
L2 - CBLAS;        1024.000;           1.000;           0.001;      65536;         15;     6364830.261;       75091.933;       81133.400;       75764.246;        1443.171 ( 1.905 %);   6599.419
L3 - CBLAS;        8192.000;           8.000;           0.008;     524288;         15;    71044273.803;      686276.467;      697878.867;      688212.337;        2569.863 ( 0.373 %);   5812.160
