     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
L1 - CBLAS;         128.000;           0.125;           0.000;       8192;         15;      692651.706;        9366.600;        9710.200;        9386.996;          76.252 ( 0.812 %);   6658.147
L2 - CBLAS;        1024.000;           1.000;           0.001;      65536;         15;     6459214.617;       75091.200;       82873.467;       75626.875;        1601.763 ( 2.118 %);   6611.406
L3 - CBLAS;        8192.000;           8.000;           0.008;     524288;         15;   134479463.378;      676794.600;      695092.733;      683970.905;        5091.687 ( 0.744 %);   5848.202
